
407C52,subwatcher_create,Todo,"""Function Initialization"""
407D4F,deliver_ev_create,Todo,Function Prologue
407DF8,check_new_watcher,Todo,Function Prologue or Stack Setup
407FBA,watch_subdirs,Todo,Function Prologue
40829D,setwatcher,Todo,Function Initialization.
4082F5,setup_watchers,Todo,"""Function with Push and Pop"""
40838E,dirwatcher_destroy,Todo,Function Entry/Initialization.
4083F9,split_pathname,Todo,"""String Manipulation Function"""
408472,unsplit_pathname,Todo,Set file path or Replace file path with forward slash
4084A1,proc_unlink,Todo,"""Function Name: Copy and Clear"""
40851C,proc_pop,Todo,Function prologue.
408553,proc_push,Todo,Function to Copy Pointers and Values.
4085A2,register_process,Todo,Stack Setup Function
408638,deregister_process,Todo,"""Function for Memory Management"""
4086CE,process_lookup,Todo,Function Entry or Compare and Return.
40870D,print_status,Todo,Function name: set_name_localization
408942,process_cleanup,Todo,Function prologue.
408BB7,process_timeouts,Todo,set_time_seconds
408D09,switchpriv,Todo,setuid function
408E65,close_fds,Todo,"""File Operations"""
408F26,redir_exit,Todo,"""Function Initialization"""
408F3B,open_redirector,Todo,initialize pipe and fork process.
4092CF,runcmd,Todo,Function prologue.
4097AE,run_handler,Todo,Function preamble.
409C87,sigv_set_action,Todo,"""Function with stack allocation"""
409D0C,sigv_restore_tab,Todo,"""Function setup or signal handling setup"""
409D90,sigv_set_all,Todo,Function name: sigaction_init
409EE8,sigv_set_tab,Todo,"Function with Push, Mov, Sub operations."
40A04E,sysev_filemask,Todo,"""Function with Variable Initialization"""
40A05D,sysev_init,Todo,inotify_init_error_exit
40A0A9,sysev_add_watch,Todo,"""Watch Adder"""
40A0D8,sysev_rm_watch,Todo,Function for Removing Inotify Watch.
40A0FD,remove_watcher,Todo,Function Prologue.
40A172,process_event,Todo,Function Prologue
40A417,sysev_select,Todo,Function with File I/O Operations
40A567,detach,Todo,Initialize Process/Setup Environment.
40A6CF,default_print_diag,Todo,Error Handling Function.
40A930,grecs_warning,Todo,Function prologue.
40AA55,grecs_error,Todo,Function Initialization.
40AB89,grecs_asprint_locus,Todo,"""Function Set Variables and Compare Strings"""
40AD0E,grecs_data_type_string,Todo,"""Function Prologue"""
40AD7C,format_level,Todo,"""Function with File Output Handling"""
40ADB8,grecs_print_docstring,Todo,"""Stream Input Function"" or ""Read Stream Function"""
40AF87,grecs_print_simple_statement,Todo,"""Function with register manipulation"""
40B18E,grecs_print_block_statement,Todo,"""Stream Output Function"""
40B2C5,grecs_print_statement_array,Todo,"""Function Prologue"""
40B35E,grecs_format_locus,Todo,Function Prologue
40B585,grecs_format_node_path,Todo,Function Prologue.
40B6D7,grecs_format_value,Todo,"""Function setup"" or ""Function initialization"""
40B956,grecs_format_node,Todo,Function prologue.
40BB60,txtacc_fmt,Todo,Function with string manipulation
40BBA1,grecs_txtacc_format_value,Todo,"""Function Initialization"""
40BBFF,file_fmt,Todo,Function to Print to Stream.
40BC29,grecs_print_locus,Todo,Initialize stack frame or Stack initialization.
40BC82,grecs_print_node_path,Todo,Function prologue.
40BCE0,grecs_print_value,Todo,"""Function prologue"" or ""Stack setup"""
40BD3E,grecs_print_node,Todo,"""Function Prologue"""
40BD9B,grecs_list_create,Todo,Function prologue.
40BDCD,grecs_list_size,Todo,Function Initialization.
40BDED,grecs_list_insert_entry,Todo,"""Function Setup"""
40BEFB,grecs_list_remove_entry,Todo,"""Function for Moving and Comparing Pointers"""
40BF93,grecs_list_append,Todo,"""Initialize Local Variables"""
40BFDD,grecs_list_add,Todo,"""Function Prologue"""
40C092,grecs_list_push,Todo,Function setup or Variable initialization.
40C0D9,grecs_list_pop,Todo,"""Function for assigning and calling pointer"""
40C126,grecs_list_remove_tail,Todo,Function prologue
40C17B,grecs_list_clear,Todo,Function with Variable Assignment
40C206,grecs_list_free,Todo,Function prologue.
40C234,_ptrcmp,Todo,Compare Two Values Function
40C250,grecs_list_locate,Todo,Function Setup or Variable Initialization.
40C2CC,grecs_list_index,Todo,"""Function with Stack Variables"""
40C31B,grecs_list_compare,Todo,Function prologue.
40C425,def_malloc_fun,Todo,Allocate Memory Function
40C43F,def_realloc_fun,Todo,Function with realloc operation.
40C464,def_free_fun,Todo,Function to Free Memory Block.
40C47F,grecs_free,Todo,Function prologue.
40C49E,grecs_malloc,Todo,"""Function prologue"""
40C4D0,grecs_zalloc,Todo,"""Function Prologue"""
40C507,grecs_calloc,Todo,"""Multiplication Function"""
40C52A,grecs_realloc,Todo,Function prologue.
40C567,grecs_strdup,Todo,"""String Copy Function"""
40C5A4,grecs_alloc_die,Todo,Function entry and exit with system call.
40C5E0,indent,Todo,Function setup or Variable initialization.
40C60E,print_option_descr,Todo,Function prologue.
40C7B2,sort_options,Todo,qsort function
40C7F3,sort_group,Todo,"""Function with variable assignments"""
40C859,sort_opthelp,Todo,Function Prologue.
40C8D2,grecs_print_help,Todo,Function Prologue
40CDF9,cmpidx_short,Todo,"""various variable assignments and comparisons"""
40CE43,cmpidx_long,Todo,"Function Name: ""String Comparison and Search"""
40DEFB,grecs_print_version_only,Todo,"""print function"""
40E044,grecs_print_version,Todo,Function to Print Text with Formatting
40E251,grecs_gram_trace,Todo,"""Set Flag Based on Input"""
40E281,update_timespec,Todo,"""Set Variable to Non-Zero and Update Flag"""
40E2B1,grecs_parse,Todo,Function with Environmental Variable Check
40E384,grecs_getline,Todo,"""Initialize Stream Function"""
40E4BA,putback,Todo,Function name: strcpy_dest_length_check
40E547,pp_line_stmt,Todo,"""String Copy Function"""
40E64B,next_line,Todo,"""Function Prologue"""
40E727,grecs_preproc_fill_buffer,Todo,Function with Local Variables
40E9F2,utimens,Todo,"""Function Setup"" or ""Variable Initialization"""
40EA61,grecs_include_path_count,Todo,Function name: sub_40EA70
40EAB4,foreach_dir,Todo,"""Function Setup and Execution"""
40EB16,grecs_foreach_include_dir,Todo,"""Function with Variable Declarations and Calls"""
40EB8D,pp_list_find,Todo,Function setup.
40ECDC,incl_free,Todo,"""Function with Memory Allocation"" or ""Memory Allocating Function"""
40ECF7,grecs_include_path_clear,Todo,"""Function Prologue and Epilogue"""
40ED34,grecs_include_path_setup_v,Todo,"""Function Prologue"" or ""Stack Setup"""
40EDE9,grecs_include_path_setup,Todo,Function prologue.
40EFC7,grecs_preproc_add_include_dir,Todo,Function setup or Function initialization.
40F01E,incl_hasher,Todo,"""Variable Initialization and Calculation"" or ""Integer Division"""
40F052,incl_compare,Todo,"""Stack Comparison Function"""
40F0A4,incl_copy,Todo,Function Setup
40F0CD,source_lookup,Todo,Function Setup or Stack Setup.
40F194,push_source,Todo,Function Initialization or File Open Function
40F5B3,pop_source,Todo,"""Stack setup and file operations"""
40F721,grecs_find_include_file,Todo,Function Prologue.
40F82A,isglob,Todo,"""Function with Stack Manipulation"""
40F871,parse_include,Todo,Function prologue
40FB9D,grecs_preproc_init,Todo,Function Setup or Stack Setup.
40FBBC,grecs_preproc_done,Todo,Function to free memory and reset variables.
40FC5A,grecs_preproc_run,Todo,Function name: execute_command_via_popen
40FE92,grecs_preproc_extrn_start,Todo,Function Name: pipe and fork implementation.
4101CA,grecs_preproc_extrn_shutdown,Todo,Function Prologue
410211,syment_free,Todo,Function Prologue
410250,syment_alloc,Todo,Function setup or Memory allocation function.
41030B,grecs_hash_string,Todo,"""Push and XOR Function"" or ""Variable Shifting Function"""
410351,grecs_hash_string_ci,Todo,"""Lowercase conversion function"""
4103A2,def_hash,Todo,Function prologue.
4103D2,def_cmp,Todo,Function to compare two strings.
41040D,def_copy,Todo,Function for String Duplication and Null Check
410458,def_free_fun_0,Todo,Function prologue and memory deallocation.
41048A,symtab_insert_pos,Todo,Function Name: Process Data or Array Processing.
410517,grecs_symtab_replace,Todo,"""Function initialization"""
4105FC,symtab_rehash,Todo,Function with Memory Allocation
41070D,grecs_symtab_strerror,Todo,"""error handling"" or ""error message function"""
41075A,grecs_symtab_remove,Todo,Function Name: Subroutine Name
410937,grecs_symtab_get_index,Todo,"""Function Setup"" or ""Function Initialization"""
410AAD,grecs_symtab_lookup_or_install,Todo,Function name: sub_410937.
410B95,grecs_symtab_clear,Todo,Function Prologue
410C32,grecs_symtab_create,Todo,Function Prologue
410D6E,grecs_symtab_create_default,Todo,"""Function Setup"""
410DA3,grecs_symtab_free,Todo,Save and free memory function.
410DE1,grecs_symtab_count_entries,Todo,"""Push and Compare Function"""
410E38,grecs_symtab_enumerate,Todo,Function setup or Variable initialization.
410EC5,grecs_install_text,Todo,Function prologue or setup.
410F64,grecs_destroy_text,Todo,"""Function name not provided"" or ""Unnamed function"""
410F7A,grecs_text_table,Todo,"""Set cs:qword_62D710 to 0"""
410F9A,grecs_value_free_content,Todo,Function prologue
41103E,grecs_value_free,Todo,Function Prologue.
411065,grecs_node_create,Todo,"""Function Setup"""
4110BF,grecs_node_create_points,Todo,Function Prologue.
411142,grecs_node_bind,Todo,Function prologue.
41126A,grecs_node_unlink,Todo,"""Modify Object Properties"""
4112E7,listel_dispose,Todo,Function Setup or Function Entry Prologue.
411302,_grecs_simple_list_create,Todo,Function Prologue.
41132E,_tree_recurse,Todo,"""Function with Variable Assignment and Conditions"""
411447,grecs_tree_recurse,Todo,Function or Procedure Setup
41148A,grecs_node_free,Todo,"""Function with local variables and calls"" or ""Local variable and call function"""
4114EA,freeproc,Todo,Function Prologue.
411531,grecs_tree_free,Todo,Function initialization or Error Handling function.
411584,fake_callback,Todo,Function prologue.
41159E,find_keyword,Todo,"Function Name: ""Compare String to Constant Value"""
41161B,target_ptr,Todo,"""Function prologue"""
411666,string_to_bool,Todo,Function with string comparison statements.
411778,string_to_host,Todo,"""Resolve Hostname and IP Address"""
4117DB,string_to_sockaddr,Todo,Function Initialization or Stack Setup.
4130A4,short_cmp,Todo,Function with Memory Comparison
4130CE,int_cmp,Todo,Function with Memory Comparison.
4130F8,long_cmp,Todo,Memory Comparison Function.
413122,size_t_cmp,Todo,Memory comparison function.
41314C,time_t_cmp,Todo,"""Memory Comparison Function"""
413176,in_addr_cmp,Todo,"""CompareTwoStrings"""
4131A0,grecs_sockaddr_cmp,Todo,Memory comparison function.
4131CA,cidr_cmp,Todo,"""Compare strings function"""
41326A,grecs_process_ident,Todo,Function Prologue.
4138B0,stmt_begin,Todo,Function prologue.
41397E,stmt_end,Todo,Function prologue
413A82,nodeproc,Todo,Function prologue
413BD8,grecs_tree_process,Todo,Function prologue.
413C91,grecs_node_eq,Todo,"""String Comparison Function"""
413D27,free_value_entry,Todo,Function Prologue.
413D4A,grecs_value_list_create,Todo,"""Set Value in Memory Function"""
413D6D,value_to_list,Todo,"""Function with stack allocation"""
413E24,value_to_array,Todo,"""Push, Move, Sub, Compare, Call."""
413E8B,array_add,Todo,Push and Store Function
413F53,node_aggregate_stmt,Todo,Function prologue.
414027,node_merge_stmt,Todo,Function with Variable Allocation.
4140B1,node_merge_block,Todo,"""Function Set Variables and Pointers"""
414133,node_reduce,Todo,Function to handle data storage and retrieval.
4141FD,reduceproc,Todo,Function name: var_24_comparison
414371,grecs_tree_reduce,Todo,stack setup
41443A,grecs_tree_first_node,Todo,Function Prologue With Condition Check.
41445C,grecs_next_node,Todo,"""Function Setup"""
4144C4,grecs_txtacc_alloc_entry,Todo,Function Prologue
414529,grecs_txtacc_cur_entry,Todo,"Function Name: ""sub_414540"""
4145A5,grecs_txtacc_entry_append,Todo,"""Copy String Function"""
4145F9,grecs_txtacc_entry_tailor,Todo,Function Setup or Variable Initialization.
41465F,grecs_txtacc_entry_free,Todo,Function name: free_double_pointer
414698,grecs_txtacc_create,Todo,"""Modify Data in Memory"""
4146F2,grecs_txtacc_free,Todo,"""Function with Dynamic Memory Allocation"""
414733,grecs_txtacc_grow,Todo,"Function name: ""Variable Initialization and Manipulation"""
4147B6,grecs_txtacc_grow_string,Todo,"""String Input Processing"""
4147EB,grecs_txtacc_grow_string_escape,Todo,"""Function Initialization"""
41488C,grecs_txtacc_finish,Todo,Function Prologue or Stack Setup
4149F8,grecs_txtacc_free_string,Todo,"""Function_Startup"" or ""Process_Input"""
414A6B,grecs_txtacc_clear,Todo,Function Prologue.
414A89,_wsplt_alloc_die,Todo,"""Translate and Execute C Function"""
414AB7,_wsplt_error,Todo,Function with Exception Handling
414B9D,_wsplt_seterr,Todo,Function prologue.
414BD8,_wsplt_nomem,Todo,Function with Error Handling.
414C6A,_wsplt_subsplit,Todo,"""Set Variables and Pointers"""
414DA8,_wsplt_seterr_sub,Todo,"""Variable Swap and Free"""
414E33,wordsplit_init0,Todo,Function prologue.
414ECE,wordsplit_init,Todo,Stack Frame Initialization
41518E,alloc_space,Todo,"""Function Setup"""
4152AE,wsnode_flagstr,Todo,"""Variable Initialization"""
4153E2,wsnode_ptr,Todo,"""Function with Push and Move operations"""
415433,wsnode_len,Todo,"""Process Input String Length"" or ""String Length Calculation"""
41548C,wsnode_new,Todo,Allocate and copy function.
4154D6,wsnode_free,Todo,"""Allocate and Free Memory"""
41550F,wsnode_append,Todo,Stack Frame Setup and Variable Assignment
41557F,wsnode_remove,Todo,"""Function for Variable Assignment"""
415634,wsnode_insert,Todo,"""Function Initialization"""
41575A,wordsplit_add_segm,Todo,Function Prologue.
415814,wordsplit_free_nodes,Todo,"""Function Entry and Initialization"""
415880,wordsplit_dump_nodes,Todo,"""Function Prologue"""
4159BE,coalesce_segment,Todo,Function Prologue
415B90,wsnode_quoteremoval,Todo,"Function name: ""mem_copy_with_flags"""
415CD6,wsnode_coalesce,Todo,Initialize and check variable.
415D39,wordsplit_finish,Todo,"""Function Setup"""
415EA4,node_split_prefix,Todo,Function Prologue.
416021,find_closing_paren,Todo,Function name: variable initialization and comparison.
41616A,wordsplit_find_env,Todo,"""Memory Check and Comparison Function"""
416369,wsplt_assign_var,Todo,Function with input validation and string manipulation.
4177C0,begin_var_p,Todo,"""Variable range checker"""
417801,node_expand,Todo,"""Stack Setup Function"""
417A67,wsnode_nullelim,Todo,"Function name: ""Set Flag and Call Subroutines"""
417B00,wordsplit_varexp,Todo,"""Function with stack manipulation"""
417B7E,begin_cmd_p,Todo,Set Flag for Value Comparison.
417B91,expcmd,Todo,Function with Stack Allocation.
418157,wordsplit_cmdexp,Todo,Function with Variable Initialization
4181D5,wordsplit_trimws,Todo,"""Function Name: input handling"""
418393,wordsplit_tildexpand,Todo,Function Initialization
41862C,isglob_0,Todo,"""Stack Frame Initialization and String Check"""
41867B,wordsplit_pathexpand,Todo,Function prologue.
418B45,skip_sed_expr,Todo,"""Function to Parse Input"""
418CF0,skip_delim,Todo,Function name: Process String Input
418E16,scan_qstring,Todo,"""Function Setup"""
418F34,scan_word,Todo,Function Prologue
419412,xtonum,Todo,Function initialization or Stack allocation.
4194C6,wordsplit_c_quoted_length,Todo,"""Variable Initialization Function"""
4195B4,wsplt_unquote_char,Todo,"""Push and Compare Function"""
41960A,wsplt_quote_char,Todo,Function for comparing and manipulating bytes.
41965C,wordsplit_c_unquote_char,Todo,Function to call sub_4195B4
419694,wordsplit_string_unquote_copy,Todo,Function Prologue.
419A38,wordsplit_c_quote_copy,Todo,"""Copy String with Escape Characters"""
419BD3,wordsplit_process_list,Todo,"Function Name: ""rbp_setup"""
419E36,wordsplit_run,Todo,"""Function setup"""
41A10D,wordsplit_len,Todo,Function Setup or Stack Setup.
41A143,wordsplit,Todo,Function to Check String Length and Return Result
41A188,wordsplit_free_words,Todo,"""Function name not specified."""
41A21B,wordsplit_free_envbuf,Todo,"""Function with Memory Allocation"""
41A2CF,wordsplit_clearerr,Todo,Function name: free_null_pointer_check
41A31D,wordsplit_free,Todo,Function to Free Memory Block.
41A360,wordsplit_getwords,Todo,Function Setup/Initialization
41A3EE,wordsplit_strerror,Todo,"""Function with ISRs"""
41A443,wordsplit_perror,Todo,Function Prologue
41A4DC,grecs_vasprintf,Todo,Function with Dynamic Memory Allocation.
41A681,grecs_asprintf,Todo,Function Prologue.
41A762,uint32_to_bytes,Todo,"""Copy Input to Memory"""
41A799,grecs_inaddr_to_bytes,Todo,Function Prologue.
41A823,grecs_sockaddr_to_bytes,Todo,"Function Name: ""Push and Store Arguments"""
41A88D,grecs_sockaddr_to_cidr,Todo,Function Setup or Function Initialization
41A93C,masklen_to_netmask,Todo,Function: Store and Manipulate Data.
41A9E0,grecs_str_to_cidr,Todo,Function Prologue
41AE06,grecs_cidr_match,Todo,"""Comparison function"""
41AE80,grecs_sockadd_cidr_match,Todo,Function Initialization.
41AEE6,grecs_grecs__symbol_value_print,Todo,Function with Stack Variables and Argument Saving
41AF09,grecs_grecs__symbol_print,Todo,"""Stream and variable initialization"""
41B12A,grecs_grecs__stack_print,Todo,Function to Write Error Messages
41B1A7,grecs_grecs__reduce_print,Todo,Function for Printing Error Messages.
41B2C3,grecs_grecs_stpcpy,Todo,"""Stack Frame Initialization and String Copy"""
41B310,grecs_grecs_tnamerr,Todo,"""String Comparison Function"""
41B3F3,grecs_grecs_syntax_error,Todo,Function with Variable Initialization.
41B703,grecs_grecs_destruct,Todo,"Function with Push, Move, Compare, and Jump Instructions."
41D04E,grecs_grecs_error,Todo,"""Function with memory allocation and API call"""
41D081,grecs_grecs_parser,Todo,Assembly function for memory space allocation and function call.
41EE15,grecs_grecs__get_next_buffer,Todo,Function Prologue
41F334,grecs_grecs__get_previous_state,Todo,"""Push and Move Function"""
41F436,grecs_grecs__try_NUL_trans,Todo,"""Function Prologue"""
41F500,grecs_grecs_restart,Todo,Function to Write Data to Stream
41F5AF,grecs_grecs__switch_to_buffer,Todo,Function name: sub_41F5E6
41F6A2,grecs_grecs__load_buffer_state,Todo,"""Get Stream Information Function"""
41F72D,grecs_grecs__create_buffer,Todo,Function with Local Variables.
41F7C3,grecs_grecs__delete_buffer,Todo,Function Prologue.
41F84F,grecs_grecs__init_buffer,Todo,Function prologue.
41F913,grecs_grecs__flush_buffer,Todo,Function initialization or Struct initialization.
41F9B0,grecs_grecs_push_buffer_state,Todo,"""Function Setup"""
41FAB4,grecs_grecs_pop_buffer_state,Todo,Function Initialization
41FB93,grecs_grecs_ensure_buffer_stack,Todo,"""Initialize Memory Block"""
41FCC5,grecs_grecs__scan_buffer,Todo,FunctionInitializeArray
41FDC2,grecs_grecs__scan_string,Todo,Function to calculate string length and manipulate it.
41FDEC,grecs_grecs__scan_bytes,Todo,Function with Local Variable Initialization.
41FEBA,grecs_grecs__fatal_error,Todo,Function that prints error message and exits.
41FEF9,grecs_grecs_get_in,Todo,"""StreamGetter"""
41FF06,grecs_grecs_get_out,Todo,"""Get Address Function"""
41FF13,grecs_grecs_get_leng,Todo,"""Get Memory Address and Return"""
41FF1F,grecs_grecs_get_text,Todo,"""Function Setup"" or ""Prologue Setup"""
41FF2C,grecs_grecs_set_lineno,Todo,Function Entry/Prologue
41FF3F,grecs_grecs_set_in,Todo,"""Stream Injection"""
41FF55,grecs_grecs_set_out,Todo,Function prologue with variable initialization.
